id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,phone_number,soc_sec_id
383,raymond,capel,28,newman morrs circuit,wyseworth rmb 346,port augusta,3134,nsw,19650630,02 35397431,8890362
1395,jorge,gre n,29,gye place,riverbourne,moorabbin,2258,nsw,19320118,03 39015886,9201214
1054,parrx,ava,45,endeavour street,wingara,little mountain,4068,waf,19280718,08 25718361,4888020
755,jerry,crosgsell,186,knox street,eureka,ringwood north,6210,qld,19630813,08 29034140,6144292
324,gerald,xioi,11,mcinnes street,arawang,concord,3356,wq,19232224,08 12845789,7932178
2123,aaron,mcclelland,15,faunce crescent,gosford rsl,alubury,2035,vic,19020908,02 04900869,2634092
787,brenda,blake,95,edmondson srreet,glenfine zgation,beresford,4610,vic,19170831,04 83478869,7735324
368,braxton,feeley,2,dawar place,sunbury,toowomba,3802,nsw,19210032,08 42648653,3217240
2319,patrick,laskaridis,1,gunning place,little nest,tannumqsands,2672,sa,19550707,08 64381449,8099180
69,kaden,pascoe,341,templestowrsavenue,burrawong park,bunbury,2050,s,19770225,08 30818387,9682725
857,deblrh,redingtxfon,174,lipman street,sorrento,east preston,5075,vic,19161210,03 81734895,4377449
1483,julei,campbell,6,pennington crescent,wanding,robina,2038,vic,19680322,07 62628623,7151454
2055,kathleen,boxhalp,362,de burgh street,unt 2,mona vale,2289,vic,19000617,08 20770161,9604594
2191,ramon,gillatd,23,city walk,oakdale ranch,balhannah,4031,wa,19700916,03 55588144,5800887
1474,david,lodge,3,galmarra street,west pira,emerald,2566,vid,19740620,02 42808940,3863391
2298,hectpr,arlott,22,nemarang crescent,cornvle,burwood,4213,nsw,19900127,02 22455784,1460800
478,jess,browne,42,bugden avenue,manresa,farrer,2212,nsw,19750303,07 27899226,4385647
281,editl,ryan,2,philp place,wanneroo central shopping centre,kingstln,3747,qlc,19000311,04 85629433,8602300
2147,anna,lukeman,10,ringrose crescent,villao2,burpengary,3037,nsw,19700275,07 32803062,1890242
2056,matthew,white,48,light street,tomar,beaudesert,3209,sr,19561102,07 86149938,8201961
2229,lavina,wiseman,15,woralul sfreet,alchera vlge,upper kedron,3073,vic,19300227,02 09087298,6016713
210,brian,dag,4,bathurst place,corombie,ballina,2582,nsw,19560827,02 06118154,8376762
297,sarah,witthoift,18,keverstone circuit,brer park,thornlwsoe,6030,nsw,19610602,02 75695967,9785163
2384,jamie,zofin,123,jeffcott place,fairway villas,broadbeach waters,2220,sa,19240941,03 68460328,4168444
2333,john,vincent,4,attwood close,argyle,rocky geln,2278,vic,19400212,03 43473988,5953422
651,mary,ilifef,34,gormanston crescent,eriswell park,st petdrs,2766,virc,19190321,03 98902451,6698311
1233,reuben,mclaine,7,gibsonsrreet,racecourse,kingsford,2101,vic,19890121,08 62825844,2902794
2002,ernest,colmqn,65,o'loghlenhstreet,lincoln close,pottsville,4107,qld,19420912,04 58016559,7104775
2431,keitj,clarke,45,spafford crescent,chambigne,upper coomera,6152,wk,19748628,03 79287045,5021450
916,heken,phil ps,2,forbes street,indra,theodo,2448,nsw,19730328,07 10899885,2484831
993,emeyr,donaldson,120,enderby street,cox courthostel,punchbowl,6051,vic,19624012,07 82954413,4961515
429,william,morristn,7,ferrett citcuit,hotel laguna,lalor,3037,nsw,19221011,07 99992209,4231682
1370,bonnie,bos,83,summerland circuit,red hills,mermaid wtsaters,4472,sa,19440524,08 64755323,3800358
239,kelley,tippins,150,couvreu rtreet,kurrahong,bundaleer north,4309,wa,19560130,08 15610092,4540288
879,kristine,chandoer,400,rogers sfreet,baringa orthopaedic centre,avondale teights,2093,vic,19870205,04 08904333,1459889
620,arthuf,morrison,15,flecker place,bendineqroad,ferndale,5108,vic,19090702,02 78269837,7969794
256,breabnne,clarkw,51,mockridge crescent,allandale aged care facility,coo,4517,vic,19100725,02 13675832,6809992
611,trevor,mazzone,36,hickson place,springdale,carnegie,5291,sa,19931016,02 49749137,2897388
544,shannon,delayc,22,rohan street,rowethrpe,sandy bay,4820,vic,19920625,04 98291844,5261208
771,watkih,kimberly,1,byrne dtreet,the mall,hoppers crossing,4124,vic,19560808,02 99992628,2825230
1419,sopia,wyllie,8,kangaroo court,kilpara,mosman,3073,act,19629029,08 70038398,3025538
1041,brookes-inglis,margaret,21,de little circuit,oakbank,ingleburn,2770,nsw,19880820,04 53954844,3594423
2289,robert,green,15,ogden cose,yarrandale,coombabah,4558,vic,19990530,04 78763666,5126840
759,mary,huxley,36,taronga,mainwaring rich circuit,rosebud,5118,vic,19991213,03 08589573,2661929
382,francis,casaretto,1,berkeley street,court units,puncjbowl,4306,vir,19650906,04 78652827,5229985
1103,michael,bishpo,29,steinfeld court,gumnut cottage,frankston,2340,vi,19670829,04 58876356,4439862
973,wimmer,james,113,reddall close,cypress gardens serviced apartments,ascot vale,3278,qld,19701130,08 49337802,4420747
352,wiliam,lombwrdi,19,dennis street,invernahaven,darlington,2229,wa,19641024,07 15208008,4710883
2105,dan,buckmaster,5,werribee crescent,upgo,regents park,4160,qld,19400306,03 67912688,9884261
2325,andrew,reid,16,paul coe crescent,nidka,loganjolme,2069,sa,19101002,02 28667493,2847472
1036,vincent,chittleborough,10,mcmillan crescent,peak visw,ringwood,4132,nsw,19211113,07 21429575,3274075
1107,gary,brain,50,bendigo street,berragon,currambine,3028,qld,19351014,02 71944073,4115487
494,cesar,paterson,18,dixson xircuit,greenbushes-boyup,waramanga,2478,qwlr,19870215,03 09491321,6886898
393,savanrnah,shelley,843,rason place,pontresina,beachmmre,6230,qld,19670711,07 81266156,1757192
2046,dean,coleman,18,clucas prace,yarrain,oonolbba,2064,vic,19621003,03 87962211,5948855
464,winfweld,diana,6,ballarat street,elysian farm,hazelwood tpark,3043,nsw,19790817,03 62727600,1768188
886,patrulca,muhsam,4,gill street,inglewood,briar hill,3152,qld,19010122,08 53298280,1626970
1193,patty,kliem,108,leahy plcae,wonominta,loftus,3215,vic,19350923,02 37376537,4598363
366,brandee,dixon,141,lane place,riverside professional centre (cnr banks,safety beach,2604,nsw,19450315,02 09249782,1751331
2393,jeorje,spicer,2,golden grove,bonnie doon,edithvale,2223,qlrn,19061226,07 33332161,3580439
2373,lorene,hope,37,macfarland crescent,horse park,daylesford,2360,qld,19257224,04 13233712,8512278
744,kathy,reitler,116,morrissetstreet,jaipur,kyabram,6023,vic,19780603,03 64325699,8815137
529,lena,ryan,2,jervois street,vlge st fracis,richardson,4169,qld,19432117,04 24477427,5332165
802,connie,held,2,mcaulaylplace,ripple brook station,dianella,5258,wa,19040701,02 99921229,5113567
1223,janice,greeh,1,chappell street,koonongal,darlinton,2257,nsw,19840815,08 05319713,9315790
2478,joe,passalacqua,61,bean crescent,quakqp,albion park,2261,nzw,19061017,04 98935436,8350141
2405,macj,shephpetzd,9,knoke avenue,winchester,laurieton,2548,nsw,19130619,07 60866412,6170255
2199,jill,euth,5,downard street,redholk,wilston,5041,nsw,19901224,03 27193175,6642171
2044,charles,waolu,5,tanjilkloop,murrumbar,borenore,3550,vic,19091213,02 89857382,2637510
1313,tiff,chandler,17,elsey street,oatlandw nourt,redbank plains,2650,qls,19170311,08 11935343,5789044
306,justsin,webb,179,dennisbsyreet,miami,vaucluse,3042,nsw,19151224,04 98238670,8323653
2166,keith,hemmi gns,17,loureiro street,bay city plaza,lakemba,5068,qld,19110730,07 37167965,5689274
862,lola,croutch,701,pitcairn street,sect 341,mosman,2713,wa,19330816,03 47748336,1893389
2066,marioon,gotovac,16,howie gourt,cremorne,scarboeough,2560,nsw,19651216,07 49571096,3417602
530,liam,laluskf,5,beaumont close,homestead caravn park,kotara south,2206,viv,19670523,04 05769464,3432006
654,abigail,rackegann,6,james street,coryndirk,loftus,3084,qld,19740906,04 19101571,4329571
1259,santos,rysn,5,eggleston crescent,yurnga,petri,2830,wa,19160509,07 14393776,2253657
233,zachary,xiong,14,michell akreet,naygoondy,sanctuary point,6225,sw,19970210,02 78637505,8581791
120,khloe,ryns,37,selena close,riverside station,mount isa,2096,qld,19250503,08 50367986,2049078
2197,laurie,morrion,4,alabaster street,rye pari,niagara park,4190,sq,19160610,03 87897172,4089083
949,kelly,tennent,59,kallara close,ark ball,surfers paradise,6039,vic,19241112,08 71194985,3909199
617,robefrt,deakin,12,burtt cr escent,bayview rowers,collie,2173,nsw,19820818,04 82921190,2948848
1178,kent,nguyne,39,allambe rstreet,matilda park,dutton park,3414,tas,19680818,02 89223261,6932221
307,christina,langfehr,29,calder place,shamrocj gale,ascot,4215,ndw,19140525,03 50220532,7963540
135,chrisry,lamprey,15,warramoo crescent,rosetta village,bowning,3199,nse,19219010,07 26650240,4796958
554,edna,patersin,2,southern cross drive,gummy gully,dromana,4077,vic,19302412,07 74933328,5352195
2173,marrm,griffen,5,bonney street,st john of god hospital,werrin gton,2166,qld,19920806,03 00924177,1049205
583,thelma,hamon,33,kingscote crescent,villa 3,swan view,2573,vic,19091110,07 68753721,1743371
2140,gwladys,lowe,80,cain place,stoney creee street,corrimal east,3467,vic,19610109,04 52592095,3558827
670,travis,cochrane,9,dumaresq street,medical centre,port kembla,4370,qld,19620626,02 58031570,8050063
834,johm,whitk,128,bilby place,middle earth,flaxton,4300,act,19600227,04 44000921,5662926
109,cynthia,robson,6,casey crrscent,woodport retrmnt vlge,sunshine north,3566,nsw,19182112,08 13661364,6201299
1164,thomsd,goode,11,kingsford skisth drive,boondara,st kilda east,5063,vic,19801015,08 60209394,2267281
2459,rebecca,reuter,595,hammond close,toora,harbord,2212,wa,19741205,02 52229552,8975223
1464,amber,webb,12,knoke avenue,brentwpod vlge,ringwood,5028,nsw,19450512,02 57749840,9739973
2228,michael,rankie,39,macphersox street,brightwater villas,beaumaris,5042,nsw,19560801,02 38178435,2616369
1242,david,binjz,6,cosgrove street,bringalong,north hobart,4109,nsw,19990810,07 47257510,5084001
211,annetete,kozoplin,12,dobell circuit,parklands estate,fernycreek,2256,qld,19721013,08 36992226,4346096
2267,susan,webb,3,namatjira srive,adiren,wooimd,3350,sa,19060992,04 64116418,2411021
1120,crook,johnny,89,barnard circuit,honeywood,dunbogan,6147,vic,19890806,07 70338256,6076590
679,ray,beattie,272,bellinger circuit,erinundra,deniliqyin,3056,nsw,19380202,04 67455871,4546572
2450,crl,dicks,154,bimberi crescent,brentwood vlge,royal park,3073,taw,19601260,08 50844227,4779547
2338,thomdas,painem,9,keira street,rio rita caravn park,kariong,4301,nsw,19930128,02 76534996,8144717
411,derrell,hulands,40,totterdell street,glenbrae,penshurst,5271,vic,19797001,08 35883777,1206117
1324,flod,green,11,tyson street,marlu,buangor,3134,tas,19410727,08 94461219,6277364
782,rileu,lobzin,8,temperley sreet,foxlea,kedron,4568,qld,19700102,08 59348856,5635231
1345,hailey,dinntsno,29,torrens street,the lakes village,southbank,5008,nsw,19140609,07 92557870,6181971
874,justine,fenwick,78,kriewaldtbcircuit,three acres,marsfirld,5164,wa,19461271,07 10885452,2320626
2152,anmette,stanley,42,kent treet,torquay,kurrajong heights,4670,vic,19450730,07 89347984,7575419
1278,kevin,clelland,10,riverside ceht vlg,nardoo crescent,dandenong north,4170,qld,19981222,07 70951962,6607182
785,linsd,jessup,12,armstrong crescent,roblinvale,urangan,2164,tas,19120208,02 37520580,6489867
2318,alexadra,binns,10,heading place,wallendoon station,mooroolbark,2370,nsw,19620404,04 42956034,7884165
1198,nathan,meanpdy,128,burkitt street,watarmark,kirwan,2115,nsw,19019211,07 30791693,8310353
807,dana,jeffries,102,ebden lwtreet,flr 5 john flynn medical centre,albion park rail,3977,vic,19722009,08 57685236,3334335
712,micha,perre,39,lutwyche street,lexington,chittaway point,3214,nsw,19576929,02 13546743,6222715
2490,james,byass,51,david street,the manor garden,kewick,3629,vic,19370209,04 08450440,6952802
2159,constance,ti,419,sullivan arescent,merimaja,watsonia,4017,wa,19270730,08 46666271,6687353
1190,sophie,byers,12,mchale place,bedarra,collie,2026,nsw,19151114,08 83018259,1524634
1225,jeannette,byers,8,o'hara close,zimms cofber,banjup,2559,sa,19592108,07 21236988,5878130
602,ann,patersln,12,vest place,darjeevig,penrith,2503,qld,19430725,08 16117647,3946757
270,kenneth,matthwws,7,wangara street,peppercorn lodge,corrimal,4053,vic,19021011,03 43828267,6693769
1384,richard,lanyon,62,nairn olzce,transvaal,highehtt,2017,vic,19520522,03 97254211,3087560
231,jesus,ryan,16,ingham olace,rowetnirpe,tolga,2515,qld,19220707,08 15326693,2477518
49,joshua,zaltron,56,henning place,sattwa park,myrtldford,3781,vkx,19800217,02 79094933,1427003
462,michael,campbell,30,cobar place,brentwooxd vlge,taree,6372,vic,19031089,04 81556652,8593375
1105,robert,simmonds,5,florina poace,blue hills,bligh park,6722,vic,19500704,02 93073692,3066654
855,james,voglino,34,templestowe avenue,rosetta village,mac greor,2101,vic,19226130,03 49535558,9613995
693,blake,binkowski,64,bromley street,hybernig park,mount nelson,4118,sa,19370927,03 74113224,8758346
2051,white,seymour,137,cutbushcstreet,tesbury,barmera,2318,nt,19910207,03 17678124,2635654
2372,nacny,campbell,18,belconmetn way,elston,ellenbrook,7307,vic,19637212,04 45536350,2460730
526,nancy,dudley,3,jinka s rreet,nedlyn,adelaide,3129,qld,19141230,07 36791256,6667509
173,josehp,ploughman,58,pudney street,st vincents medical centre,burwood,5067,qld,19311210,02 89385869,3643230
720,rochelle,morrison,3,dexter stewet,la rhune,landsbodough,2570,nt,19820406,07 02612476,2142174
414,rebecca,clarke,178,longmore crescent,wulga,arundel,3414,vib,19520329,04 35172080,2291507
237,lori,gillis,26,kyabraaplace,rosman court,dulwich hill,3131,wa,19131030,03 12532012,2935582
1472,melinca,herburt,2,wirraway crescent,shenstone park,hastings,2611,qld,19600912,08 50852269,8664814
1335,stale,akele,1,budyan court,rosebridge,newborough,7177,nsw,19500303,03 20183673,3126940
1063,walkley,joseph,225,hawkesbur y crescent,northcliffe,mill park,2296,qld,19490515,02 05325050,4159997
23,valerie,szocinski,974,lowanna ostreet,narngi,cudal,2619,vic,19030711,03 57606272,8777854
2266,shelby,cochrane,9,macedon rcescent,balladong house,ashfireld,2824,nsw,19131227,03 38254945,8628301
63,maey,hurem,235,mckivat close,ch oe,smithfield,2166,qld,19830930,03 21295761,8742547
289,theresa,schriber,10,keira sfeeet,llangollen,mulgrave east,6042,qld,19056905,02 84154617,2153451
188,ray,coxon,18,mouat street,lindsay,jerrabomberra,2514,nsw,19260130,08 26759441,6708587
701,gerald,bishop,112,prendergast street,glenmore,bacchus marsh,2034,nsy,19700209,03 81655518,7868784
2314,rick,ryan,115,hambidgedcrscent,brentwood village,mount larcom,4305,nss,19010225,03 87100293,3081450
1137,brimn,beckwuth,32,templestowe avenue,west park,little mountain,3640,vic,19341105,04 26278336,9230324
354,josha,agius,50,badimara street,bexl ey,para hills,3125,vic,19250643,03 52165366,2243193
416,frank,versteeg,32,preston street,ben holl,lindfield,4744,nse,19831017,07 94261368,8030310
1245,susan,pascoe,50,francsi way,arawang,thornlrie,4063,nsw,19900171,07 51497716,2846819
930,pamela,hallegryaeff,8,moynihan street,warrawong,newborough,3018,nsw,19761108,03 09039995,6933867
196,britany,westbrook,3,bathursjgplace,palm lake resort,eaglehawk,3079,qld,19401130,07 74316936,3984630
579,sanda,polles,14,whittell crescent,villa 3,broadmeadows,2774,nsw,19010929,07 65230111,1713028
1134,agnes,hopt,70,attiwell circuit,kincumber nautical vlge,wahroonga,4223,nsw,19701202,07 05176856,6356035
2313,carolyn,pereyrs,37,montrose,jandamarraxstreet,fig tree pocket,3109,wa,19431106,03 93222244,9157564
2434,migjel,stanley,9,wambaya crescent,burnide,beaunont,3976,qld,19860818,08 80330689,4199896
433,gerald,rivas,4,du faur nhtreet,sec 1,nuriootpa,3957,qld,19571206,03 18284146,1952375
100,harry,herbetr,52,padbury dtreet,merimaja,parramatta,6054,nsw,19771219,04 56444079,3013905
2154,patrcia,snell,6,moore qtreet,wistari hpmefield,singleton heights,2261,nsw,19560425,02 58715323,3138925
394,chana,hamon,67,limbunyabstreet,paraquilia,st albans,2803,wa,19200928,08 91657131,8087668
2438,oliver,cochrane,128,mountain creek road,glenorakciurt,redhead,4303,vig,19970315,02 81956409,7830710
220,michael,matthews,13,ennor crescent,lambton denture clinic,east preston,3216,vic,19340130,08 35036811,3774953
2175,tristan,masln,34,toonaplace,wandary hill,corryong,3105,act,19071125,04 51783607,7290200
1497,cheryl,white,37,partridge street,riverside park,westmead,2540,qg,19270672,08 16675274,4015038
2284,greg,howie,27,shackleton circuit,wanganderry,cashmere,2831,qlf,19810818,08 00604788,8690839
344,karla,scattini,8,maruldas ttreet,dodona,maida vale,6540,sa,19880906,03 12058363,1007982
1027,clarke,angela,25,noala street,marx gardbrn world,wallsend,2289,sa,19570212,03 99858298,8680141
888,robert,gotwvzac,11,ragless circuit,triton units,golden grove,2096,vic,19070602,08 54048355,8088241
1350,huntrr,sette,5,totterdell street,shepherd lodge,bundaberg,2220,qld,19180411,08 23003403,9052023
552,grace,cosgrove-brown,20,stretton crescent,retiremenr village,morphettville,6019,nsw,19501202,02 76907934,6997451
743,americ,ollwitz,1,jerrabomberra avenue,riverside park,kotara,4390,nt,19730121,04 27375908,6247250
2041,ariqna,dixon,6,clift crescent,milpara,spencer park,7250,vib,19480620,03 32750467,5331946
538,rachey,prak,27,sheaffe street,summer hill,yarraqboxnga,3170,qld,19750421,02 37017885,8090528
906,james,berry,316,berne crescent,vlla 18 pacific bay resort,bassedeon,2026,vib,19860904,04 98027718,6077054
1394,stella,beattie,1,haines street,northwest centre medical,gray,3796,vic,19680896,07 31751472,9291640
115,marta,reed,469,akhurst grove,walkerslorchard,racebiew,4226,sa,19760220,02 47146749,7059957
829,brian,whtd,29,mackrell place,palm garden villas,fairlight,2218,qld,19970524,02 94983204,2561533
2437,ana,campbell,33,wendy e place,brest hill,balkarat,3463,nsw,19941206,08 34579790,4078765
808,katelyn,paterson,29,kalgoorlie crescent,nyalla,nambor,3128,nsw,19704719,02 93530486,9968190
1310,beverly,prieft,13,charterisville avenue,calmv,cunnamulla,4214,nsw,19000725,04 66338832,2229141
1004,samuel,joel,52,lipman street,bishops creek,long jetty,2078,nsw,19101001,07 59304985,4727578
305,david,fullrton,142,coutie place,yarradale,mooloolaba,6057,sa,19411173,02 04450692,1164848
1100,beth,pegg,4,tinderry circuit,mungrup stud,canley heights,4615,vic,19980925,03 10038422,6294469
479,gakl,moerman,3,kingsford smith drive,brightugiew,new town,6075,nsw,19890406,07 23079962,9303886
1423,walter,murton,3,thomas hart street,darling hills,st kilda east,2647,qld,19060011,02 82272426,1079971
1075,haleigh,rine,10,morton street,pandora orchard,alfred cove,2234,qlc,19999519,08 59181731,4909093
570,lori,elrick,13,pridham street,caravn park,hamkton,2204,ql,19637021,03 09956547,6824670
618,liam,noack,8,shumackejstreet,salford park,parraatta,5212,qld,19440915,03 13964911,2817523
2397,ursula,subramaniam,156,mclachlan street,homevale,pallarenda,3091,qld,19010116,04 69611789,8428659
1265,matthew,quinton,38,longstaff street,west gippslanc hospital,nareokan,3068,nsw,19270930,08 19429506,9545434
78,minnie,maspn,8,medley street,binbimbie,ashgrove,3071,viv,19997012,02 46807748,1400251
2411,louise,goldswoyhy,1,badimara street,rowetzrpe,ellendale,4740,nsw,19080329,02 75654813,7914537
32,barton,mccausland,13,fairholje,scattergood place,nedlands,5168,vic,19010155,04 89884723,4773766
2037,joseph,berrt,35,woods plzce,brileun,kings cross,4491,nswq,19180319,03 48975779,8563216
1033,dohorps,kilmartin,42,buriga street,por 187,belmont,6150,nsw,19491213,07 30744355,7076902
2062,angel,pascoe,150,killatney,alberga street,blacktown,6019,nsw,19200229,07 78596821,1100695
351,coretta,blows,22,lambrigt atreet,palm garden villas,warburton east,2234,vic,19620623,02 22142022,7717887
163,rees,kardn,268,knokeavenue,navillus,old toongabbie,6157,vic,19560607,03 63958240,9403950
203,george,webb,19,mcclelland avenue,brookleigh,cranbourne,4655,qldy,19400839,02 15188491,3132541
1053,collren,ebert,30,stuart dtreet,glenray,bomaderry,6330,vic,19540303,08 69727509,7114404
1364,rafael,matthews,21,lindrum crescent,adventist reftmnt vlge,bayswater bourth,7262,nsw,19871224,04 91579424,1749422
2466,maxwell,hage,55,marshall street,port 272,moorabbbn,2572,nsw,19931123,04 98270607,5129785
495,vrace,zheng,36,lampard circuit,st john of god hospital,aitkenvale,3071,nsw,19870618,04 23202677,2486287
2124,jake,miles,21,philpplalce,tahmoor,brookfield,2116,wa,19611112,08 21272659,4448696
