id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,phone_number,soc_sec_id
1063,joseph,walkley,125,hawkesbury crescent,northcliffe,mill park,2296,qld,19490515,02 05325050,4159997
1846,michael,lamprey,84,collingridge street,talara,east deep creek,6163,nsw,19810108,03 73029457,5939731
522,ethan,moody,24,abercorn crescent,belle-eglise,emerald,4655,nsw,19390213,04 10882658,2581943
379,brad,varcoe,56,osburn drive,gosford rsl,leeton,5109,qld,19810304,02 05886911,9225461
388,diego,lamprey,18,perry drive,rowethorpe,humpty doo,2158,vic,19191008,02 91858385,9426144
418,heather,suban,3,derwent street,greenhills,bungwahl,4285,sa,19920120,02 23068755,5033425
1321,sherry,block,8,chaseling street,aprtmt 34,springwood,6111,nsw,19840704,04 88703991,3722294
1823,elizabeth,easling,49,rivett street,burundah,young,4870,wa,19300417,07 36441655,8932011
79,ryan,passera,6,annear place,adare stock route road,berwick,6021,vic,19810114,04 16194541,5008296
1065,james,grosser,57,northbourne avenue,k mart plaza,roxburgh park,2113,nsw,19870514,04 37729145,6390515
742,gary,malin,43,richards street,green lagoon,mount gravatt,3224,vic,19370102,02 41687854,9994499
1046,ashanti,smallacombe,72,hogue place,nuffield village,mill park,2287,nsw,19910905,07 97696812,6694498
1879,morgan,webb,24,freda bennett circuit,seapoint,rosebud,5092,qld,19160207,02 66642203,4967178
1602,laura,longman,17,rapke place,riversdale caravan park,deniliquin,3000,nsw,19070929,08 38162830,1153527
336,william,clarke,56,torrens street,retirement village,brunswick west,5093,vic,19361104,08 40755824,2194939
66,rebecca,coleman,4,galloway street,university shores,hawthorn,3135,nsw,19261024,07 59155740,3068149
1657,stephen,yeoman,523,colvin street,chewton,albury,3995,nsw,19371211,08 10777989,5296482
565,patrick,laing,165,wanganeen avenue,war veterans hme,kirwan,2231,sa,19081114,08 65287297,6145514
403,susan,ziomek,16,embling street,rydellan,bethania,3162,sa,19621127,08 08428583,5332784
1278,kevin,clelland,10,nardoo crescent,riverside ret vlg,dandenong north,4170,qld,19981222,07 70951962,6607182
1346,clyde,greatwich,3,nungara street,trewilga,winmalee,6157,vic,19370228,02 60945626,5393270
796,paulette,green,23,spofforth street,gerar station,kurwongbah,6258,vic,19341215,04 34304485,4536795
955,gladys,humphreys,306,rooney place,parklea,moss vale,4701,nsw,19171018,03 68450113,5163063
60,preston,rees,5,owen crescent,styleway stud,theodore,4075,nsw,19250710,07 33685509,8409508
1586,george,widdowson,13,longmore crescent,nanjomara,mosman,3171,nsw,19080422,07 97969697,8135730
117,rodney,white,254,maddock place,pine hill,page,3850,nsw,19990904,04 99774782,4519176
608,marie,rau,9,kingsmill street,deltroit station,toowong,4875,nsw,19350923,07 03633922,4660831
1305,victoria,capurso,16,clare dennis avenue,glenbrook orchard,kirwan,2144,nsw,19931205,08 50601577,2759611
926,thomas,furnari,76,jackie howe crescent,blue bay aprtmnts,kunghur,2153,nsw,19100110,08 70247055,8378238
192,tony,mason,9,alpen street,the tops,penrith,4152,sa,19720226,04 79269920,2102901
1731,izabella,petersen,22,prendergast street,frost mews,marayong,4123,wa,19350531,07 13708215,6641756
1223,janice,green,2,maharatta circuit,koonongal,darlington,2257,nsw,19840815,08 05319713,9315790
86,elizabeth,widdowson,42,langdon avenue,coolinda hostel,valentine,5540,nsw,19921127,03 90811609,3353820
1069,joseph,herbert,6,miller street,taylor lakes retirement village,new lambton heights,3166,nsw,19670106,02 63202397,3427923
1386,karen,polmear,29,pickering street,simpson army barracks,karratha,2195,vic,19760306,08 05396822,5964058
308,jade,drechsler,34,onians place,nioka,ascot vale,2119,act,19371109,03 47323101,8398664
194,david,pemper,1,greaves place,extension,woodcroft,4507,sa,19171216,03 15272385,3557154
1323,billy,boylon,211,urambi vlge,westella,malvern east,4114,nsw,19871208,07 19828171,9556781
1632,stephanie,calisto,21,cashion court,cameron cove,kingaroy,3046,nsw,19490702,04 75141658,5711065
508,ronald,hilton,26,limestone avenue,glenearra,roxburgh park,4054,vic,19321109,04 05729400,6367277
1713,aidan,carbone,11,winter street,arcadia,hoppers crossing,6054,vic,19230626,07 01863831,4140572
566,stephen,mccarthy,22,macgregor street,mawarra herefords,raby,3068,qld,19300505,08 33204333,1326336
1576,harry,jaudzems,82,crowe place,summer hill,ilford,3977,vic,19160809,08 06873844,2209040
1668,joanne,chandler,3,carnegie crescent,rosedale,young,2265,nsw,19520829,08 16644226,5444471
802,connie,held,2,mcaulay place,ripple brook station,dianella,5256,wa,19040719,02 99921229,5113567
1047,earl,berry,2,wentcher place,palmview hamlet,bayswater,6514,nsw,19250623,07 90930543,3716503
264,maureen,meadows,11,bainton crescent,cotswold park,kogarah,2541,qld,19590531,07 54341846,1026697
859,brittany,woodstock,33,robin place,nuffield village,culburra beach,5017,wa,19800702,03 83500702,4020325
1990,abraham,nguyen,38,murrell place,locn 1487,greenacre,3824,qld,19011220,07 13011857,3377614
1692,chelsey,thredgold,343,guthridge crescent,halycon,ashgrove,2830,vic,19240503,03 32368058,2684563
1165,norman,drechsler,914,drysdale circuit,harbison vlge,campsie,3690,nsw,19691217,02 22590372,5109138
1062,jayden,hanna,87,raoul place,villa 5,kingsford,4305,wa,19170818,07 45912336,6773080
1317,james,mitton,86,hartley street,normanhurst,mount annan,3195,nsw,19110202,04 30155217,5730006
1663,eric,clarke,83,blamey crescent,logancrail,mansfield,2153,vic,19540214,07 86049997,3820322
666,mason,spalvins,59,winnecke street,narondell,kirwan,2219,nsw,19780611,03 15067534,7926803
1714,keith,reid,111,baynton street,kilpara,long beach,2902,wa,19401101,07 29974898,5225954
1591,karina,hawes,2,madigan street,grassmere downs,port macquarie,2159,nsw,19920607,02 03585800,2299972
1403,frances,matthews,24,gritten street,merlewood,monbulk,3170,qld,19031103,04 07737522,9548100
1076,ellen,maynard,6,belbin place,rosedale,shenton park,4133,vic,19040130,03 40738812,3774705
510,paige,brumley,17,badimara street,villa 3,lakemba,2560,nsw,19101119,04 09154502,9543604
1031,sandra,pracy,63,houghton place,heritage est,auburn,6062,nsw,19050820,04 71557413,5314485
5,stacy,donaldson,12,quandong street,paradome,pymble,3109,vic,19060910,03 59343698,9306358
535,mary,morrison,31,morgan crescent,ballawinna stud,birkdale,2166,qld,19401012,03 68262651,8897647
1273,jaclyn,rees,15,norris street,dromard,reservoir east,2148,wa,19830223,04 03800143,6904625
338,madden,ma,12,antill street,riverwalk one,hillside,4017,nsw,19770404,04 02192167,6732195
1567,loretta,lowe,208,moorhouse street,the meadows,cabramatta,2099,vic,19540815,02 96029425,2563970
558,frank,arhipoff,39,cathcart close,tnhs 61,middleton beach,5159,vic,19561216,04 07568240,7050360
1004,samuel,joel,51,lipman street,bishops creek,long jetty,2087,nsw,19520723,07 59304985,4727578
1761,jennifer,ranson,38,lockyer street,st kilda road,kareela,2830,nsw,19410414,07 86840947,4955306
1100,elizabeth,pegg,40,tinderry circuit,mungrup stud,canley heights,4615,vic,19980825,03 10038422,6294469
1959,liam,lowry,41,eaglemont retreat,brentwood vlge,rye,5163,qld,19000511,08 41786161,3983727
1527,jordan,snell,14,tauchert street,bowser,penshurst,2429,qld,19700510,04 76075593,7676094
953,glenda,block,18,conner close,moline village,wahroonga,3053,qld,19341120,08 79370872,9783769
885,david,berry,128,tasmania circle,chellow dene,shenton park,2508,nsw,19350826,04 34854311,8136814
734,marc,bruhn,1093,bennetts close,five oaks,ballarat,5006,vic,19191016,04 75300578,1203235
1929,amanda,bishop,11,rene street,berkeley village,florey,4036,wa,19830810,07 71121767,1104388
1147,lorenzo,walkley,59,erldunda circuit,suunybrae,golden grove,3585,vic,19961019,03 42457459,3494380
1774,preston,king-jones,20,newman morris circuit,rawdon hill,sussex inlet,3169,tas,19840424,04 91694746,8957897
455,kelly,powderly,8,dunstan street,de cameron,alawa,2333,nsw,19900922,02 36142233,3715402
219,reagan,mason,10,hobson place,belgrave,long jetty,6220,wa,19340521,03 84579411,5057508
1534,dakota,shepherd,9,earle street,sec 1,sefton,6066,qld,19641211,03 80256071,5647467
1472,melinda,herburt,10,wirraway crescent,shenstone park,hastings,2611,qld,19600812,08 50852269,8664814
64,juliana,hodby,30,campbell street,kings apmts,ryde,4152,nsw,19210717,02 52270193,2749008
1456,william,kelley,26,venables place,turramurra house,alfords point,6122,qld,19461030,04 10120877,7967670
1952,louisa,paterson,4,rossarden street,shiloah,rosebud,2830,qld,19900625,04 77305206,1566969
1640,marie,siew,22,crofts crescent,paddy's river,macquarie park,2093,nsw,19590731,08 60216718,6135077
1437,betty,tennyson,11,verbrugghen street,symes grove,donnybrook,4213,nsw,19050628,03 39297131,6733237
1710,daryl,lukehurst,45,mackie crescent,omaru,keiraville,7250,qld,19280329,02 93878003,9684966
1500,joshua,mac neal,7,chisholm street,riverside professional centre,ingham,2315,sa,19280202,04 44729973,3827257
940,byron,grillett,34,mckivat close,bungaba,camp hill,3194,vic,19330203,08 09435859,8337361
1673,robert,bishop,3,thornhill crescent,saslea stud,havenview,2024,qld,19380219,03 17805780,7148496
1951,brenton,drozdowski,164,greenough circuit,robin's cottage,mackay north,4655,vic,19940815,07 63542740,8088799
1901,mary,beal,5,tyson street,girrahween homestead,hillier,2527,vic,19661001,08 91733098,7462259
1099,ruth,haeusler,49,centaurus street,homestead caravn park,noble park north,6021,sa,19770916,04 23975945,7310253
1980,charles,ryan,51,macgregor street,melita,hoppers crossing,3058,vic,19100911,04 19504633,2294364
34,jessica,zilm,32,curlew place,st francis vlge,south west rocks,3300,nsw,19021018,02 79483432,1488593
266,lyndsay,geue,2,alabaster street,shallow crossing,bayswater,3088,sa,19340419,08 04960289,5512438
1596,stephanie,matthews,11,abercorn crescent,feltonwood,melville,3174,wa,19460907,08 89909169,3333226
478,jesse,browne,43,bugden avenue,manresa,farrer,2212,nsw,19750303,07 27899226,4385647
1978,ronda,purdey,12,canberra avenue,st john of god hosp,mount macedon,2147,nsw,19100117,02 65424843,1933099
252,edna,tennyson,100,farrer street,pine hill,artarmon,5214,qld,19890919,02 00439667,9564549
1852,christopher,papanotis,2,winser crescent,ettrick,concord,3550,sa,19840713,04 10764686,4727880
1271,john,raethel,22,shoalhaven avenue,sheep station,ringwood,2904,nsw,19150901,08 82821813,3678337
651,mary,iliffe,34,gormanston crescent,eriswell park,st peters,2766,vic,19190322,03 98902451,6698311
1083,nathan,gerick,12,southern cross drive,baldivis estate,colac,3437,qld,19061005,02 60897394,9559489
1643,etta,chiotis,6,currong street,blackdowns,berwick,2029,qld,19980424,03 04628033,7111198
260,amy,lodge,74,stradbroke street,strathaird,north sydney,2750,vic,19240402,07 90494235,4168958
1409,raymond,zilm,168,kidston crescent,killarney,hawthorn,2251,nsw,19451104,04 20699239,5860951
887,tanner,spong,54,werriwa crescent,leitches ck,mcmahons point,3025,qld,19331106,07 60580192,5742752
1140,paige,schwetlik,21,medworth crescent,aldersyde east,parkinson,3188,nsw,19721228,02 86564831,1854750
1000,william,quilliam,13,vonwiller crescent,hilton house,greensborough,2452,vic,19290101,08 83195048,6100540
1623,joshua,van engelenhoven,2,mcmillan crescent,kojonolokan hills,cairns,2640,vic,19190217,07 34235012,8783255
978,betty,crook,16,bandjalong crescent,glenmore,como,4807,qld,19970822,03 78207964,4534893
875,cynthia,hislop,3,bindel street,boeing park,oakden,4551,vic,19610417,04 17052083,8934989
667,james,droegemueller,83,morehead street,school residence,marmion,3630,act,19440912,02 83983505,4842304
988,santiago,lodge,1,badimara street,whispering springs,carnegie,4562,nsw,19970921,03 75958844,5246666
688,margaret,bowerman,40,hallen close,aprt 22,curl curl,6163,nsw,19860806,03 67350840,8647385
972,frank,morrison,45,bendigo street,boronia,munster,2548,vic,19820829,07 72046059,3649505
772,nancy,sterio,107,lyttleton crescent,acacia house,coolaroo,2217,sa,19941025,02 62312308,4986719
