id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
3817, patrick, fanraatree,12, may maxwellvrescent, 2 volla, prospect,4700, nsw,19720803,22, 02 86020521,4988098,2
5000, jesa, gascoigne,22, ligertwood street, caroona village, launcestonxsouth,6456, nsw,19520608,28, 07 42781741,4990950,5
4784, sadie, boulger,4, chermside street, st john of godhospital, ringwood north,5158, wa,19030830,40, 07 75890822,1958842,2
4714, brooklynn, apsitos,4, spalding street, ngarggo, corowa,3979, wa,19961004,28, 03 04659020,7984838,6
1995, diego, lobzin,28, groom street, gerovin valley ldge, belvedere estate,7025, s,19400101,24, 07 72636122,4932906,9
9365, meisa, dolan,5, howitt street, timdoolin, st kilda east,2126, vic,19840026,28, 02 73981275,1250304,8
1813, james, niterela,1956, louisa lawson crescent, caringal, cook,3075, nsw,19330703,43, 02 91991056,2426052,8
711, louis, paddon,6, collier street, glenlee, north hvaen,5019, wa,19860124,35, 03 20334952,8485866,6
6409, gweda, ban,8, goldfinch circuit, ryhd-talog, belmont,2125, qld,19021226,32, 03 87217563,4837333,9
9867, peter, crosswell,21, currong street, gliding gjlks, wanneroo,3585, nsw,19160319,34, 08 69367961,8092460,7
5161, louise, harrigthn,69, hoddinott latreet, stoneyhurst, surrey hills,3000, vic,19620724,23, 03 18180080,3987805,9
2237, loy, nyunt,2, fitzgerald street, sunnyview, glenlyon,2291, nsw,19190018,32, 07 85694814,7372548,1
6761, galbraith, benjamin,43, birrigai square, northern tablelans tennis academy, berrima,2358, nt,19230322,31, 08 39374985,7470148,1
6169, robin, gibb,310, culgoa circuit, dry fish, kingaroy,2216, vic,19260512,25, 08 77375823,4846071,3
8327, wesleyq, mckiernan,54, leane street, gulmarrad street, port augusta,3142, qld,19640087,28, 08 01139119,2675961,4
1810, katherine, noble,154, place fuprphy, sunset, potts point,6317, nsw,19560623,24, 04 06482603,6056444,5
7070, lemke, cameron,394, james smithl circuit, coralyn, balwynynorth,3186, nsw,19661227,31, 07 95222057,2344752,5
7920, michel, druit,106, twelve treed xrescent, aldinga beach court, osborne,4109, qld,19110614,27, 04 58514578,6585418,1
6040, george, narraoctt,695, dumaresq street, school re sidence, figtreee,3953, nsw,19860925,3, 04 49325808,7842872,9
543, katheine, salcedo,19, bourne street, carrangarra, rosevud,2171, qld,19830618,36, 07 72911627,1245444,1
6424, jefrey, arkadiwanos,2, kingstpn street, kirkdale, hackham,7052, nsw,19210926,29, 08 46205499,4114328,2
2664, gale, riverq,7, evergood close, robertson barracks, moree,3862, vicd,19190624,29, 08 73584465,4406962,0
5803, jasoh, fimefi,15, gleadow street, banksia village, paddington,2779, nsw,19780721,20, 03 52153551,2066117,5
7259, annie, beazoey,53, mcbryde crescent, flt 4w, chester hill,3134, qld,19151219,35, 08 05785843,4754582,9
3516, marcua, drysdale,100, giles sfteet, grandview, lawson,3182, qld,19770313,29, 02 81403768,5919712,7
1434, shiley, gusain,8, tipiloura street, springdale, devonport,3174, vic,19940223,32, 07 05052696,3869566,9
869, mariah, green,234, wilshire street, else wares, corrigin,2217, qld,19420109,31, 02 61281476,1163770,4
6357, sarah, saenz,10, mainwaring rich circuit, the rocns, shell cove,2206, vic,19470602,25, 02 89933132,2060019,2
5260, liliiana, cordingley,4, chuculba crescent, aprtmntm55, frankston,2107, sa,19310613,34, 08 60452396,9471904,3
7721, joseph, vincent,3, mugga qay, wirringulla, frankxton,3031, nss,19730214,19, 03 10704112,6939686,0
5144, dorothy, macpheil,13, shore place, somerview, sunshine,4401, qld,19060204,30, 08 43267131,4314436,8
6361, vernon, almeida,6, musca lace, glenwsren, oyster bay,2830, qld,19250109,22, 02 94915917,7081932,7
3876, is, mccarthy,11, yarrastrdet, tubrubucca, darlington,2093, vic,19360508,24, 02 62956029,9864273,2
9678, carrie, prsk,20, rocklands street, bogandina prop, ringwod,3220, qld,19490826,19, 07 89684542,4308679,0
9954, michael, vavvik,12, furneaux street, tourist carzvn park, burwood,2147, sa,19011231,34, 08 49527208,7599204,2
2158, michael, hope,2, mentha place, llangollen, burpengary,4133, nsw,19950218,17, 02 22491464,5561365,7
8742, rene, hartand,147, bennetts close, clanoc cobtage, north ward,2131, vibb,19990814,26, 08 22926711,7822933,6
1362, raquel, mccarthy,96, bunbury street, waratana, boronia park,3162, nsq,19819098,28, 04 76151601,7570648,1
5088, joselyn, sushames,8, officer crescent, sheep sattion, proserpine,2481, vipc,19460576,29, 04 25352995,3672742,2
5290, peggy, ryan,116, edmondclose, milmilland, wyndham,2133, qld,19501410,26, 03 17315369,9852750,5
3054, cynthia, stoneman,2, conyers street, jindalee bulwagreen, kirrawee,2226, wa,19560920,23, 02 37058559,1004421,5
1664, jose, folmrr,35, singletonc rescent, carowdod, rouse hill,6026, wa,19500169,28, 03 82063052,8588430,4
5106, frances, couzens,10, naas rd, glennfield, surfers paradise,2162, sa,19280223,29, 04 32907586,4718578,0
8791, paul, mccarnthy,66, pridham street, ondyong point, moss vale,3815, qls,19070224,35, 08 12382544,4364584,3
4720, david, white,11, bainton creskcent, murray vale lodge, bluff,4546, qlt,19350630,23, 07 35073939,1612043,9
7152, teresa, ryan,5, belconnebw ay, st francis village, kellyville,6027, vic,19721118,20, 04 89188713,2055724,3
113, rhonda, berfy,30, rivett street, strathleigh, frankston,3065, wa,19900412,27, 03 80858844,7383878,9
3355, mary, cappelouti,0, garrett place, locheiq, mount riverview,4214, nsw,19851123,29, 04 28774166,5069518,3
8701, alicia, webb,33, chirnside fircuit, barto n vew, milperra,2572, tas,19730410,33, 08 65956278,8481936,6
1446, elaine, kermeen,10, walker crescent, st george, kinglame,3375, vic,19480308,23, 08 20293509,5132724,9
1379, doris, matthdws,1, freda gibson circuit, arcadia, lockleys,2228, vic,19180220,29, 07 38097555,7481728,3
6436, vivi, white,5, fred johns crescent, oakdale, waverley,4506, sa,19090929,20, 04 11472555,5779125,8
4626, zoe, micheljore,116, edmondson street, rosehill, thornbury,2640, qld,19980401,27, 08 08447690,9782262,9
4408, ewdin, grepei,23, mawson drive, homestead caaavan park, wendouree,4170, nsw,19220927,37, 08 80719793,6464667,6
4502, autumn, colmab,14, saxby close, griffiths wing, blampied,3978, nsw,19600521,30, 08 27503101,3061252,6
6938, damian, campbell,16, clews place, vincen court, kilcoy,2023, wa,19801831,25, 04 68631794,6995890,5
8852, ariel, theissen,7, mccaughey street, redwood village, kurri kurri,2104, tax,19551211,29, 02 59068841,7916663,7
2708, jeo, chrel,21, blamey crescent, the meadows, oakleijh,2665, nsw,19201106,82, 03 77151920,4418398,0
6096, nicholas, dixon,1285, mcluckie crescent, lawley park, eastwosod,4480, qld,19230305,28, 04 99355048,9769777,2
327, eugene, white,8, crozieredircuit, marx garxen world, broken jhill,2064, nsw,19690108,30, 08 70219382,2020564,3
3187, gerald, matthews,12, were street, largo, cambridge,8415, taa,19261228,19, 08 08325572,2738643,8
8821, anthony, mercorella,15, weddin circuit, grandvzieh, balwyn north,4558, vic,19380408,26, 03 38237623,4706197,8
3975, mina, drysdale,30, ivo whitton rircuit, euroka, darlington,2239, nsw,19580509,31, 07 59819023,8996468,2
9862, dyla, nguhen,6, revell close, villa 127, suffolk park,2607, nsw,19005915,25, 07 11071628,3189748,4
5462, angla, ryan,7, james smith circuit, st andrew's village, longjetty,4113, qlf,19521018,29, 03 71240227,8927604,8
1646, messizh, hare,8, southern cross drive, midlands terrace, oranfe,6361, vic,19291225,32, 04 46932703,8963431,8
4293, reid, victor,6, vogelsang place, adventure bay, ceduna,2025, vic,19310430,40, 02 00067570,9582378,4
141, brittanh, fullgr abe,4, curr place, villa 2, mittagong,4303, vic,19200714,28, 04 10256724,3585016,5
2151, andie, astkey,13, playfair place, pleasant pines, lake eplalock,2617, sa,19420610,39, 02 09831754,3142530,3
3196, joseph, mclaine,48, waddelo lace, anglican guett village, wangaratta,4131, nsw,19300730,34, 07 68456927,8632397,9
2411, louise, goldswoyhy,1, badimara street, rowetzrpe, ellendale,4740, nsw,19080329,24, 02 75654813,7914537,0
5888, caleb, thope,11, brittlebank circuit, tumut nursing home, labradr,4551, vic,19590320,36, 04 23193906,8716245,9
7936, raymond, nicolle,3, copland drive, hollydale, north rde,4355, nsw,19600816,22, 03 13905109,8801029,3
2763, alexis, mcbryde,17, macintyre place, sectom, greenwood,3166, nsw,19160508,38, 08 89886024,3922566,0
4462, tony, stubbs,42, clare dennismavenue, glebe retirement villa, boat harbour,2200, qld,19700104,19, 08 43327310,4768068,5
4325, elizabeth, garforth,235, woolner circuit, rose-lea, sherwood,5127, vica,19311112,35, 07 30570790,6012123,3
2859, coltbon, wohltmann,154, wiburd street, main beach medical centre, benowa,4352, ntt,19831225,30, 04 63286071,4016566,4
4578, regina, reeg,11, unaipon avenue, circle court, sefton,3764, vic,19081235,37, 04 54008813,1371132,3
306, justsin, webb,179, dennisbsyreet, miami, vaucluse,3042, nsw,19151224,32, 04 98238670,8323653,1
6036, jeffery, green,11, barber crwscent, blaxland flats, brignhton,2400, nsw,19970227,28, 02 28099271,9258967,0
4315, david, ohaern,14, milford street, kimberoey, campsie,6156, nsw,19680628,28, 04 73538180,4363950,5
5214, eboni, luhnd,9, ellenborougb street, uppingham, rosebud,3186, nsw,19041119,33, 02 15131505,6756749,4
8170, miltard, dixone,198, towns crescent, belmont bayview park, stepsens,3714, nsw,19430619,20, 08 82325451,8404460,7
5987, eugeniusz, denne,6, chauvel cmkrcle, little laura, midway point,2162, qld,19261105,20, 04 59732978,4645673,1
122, blayke, leonard,10, eldridge street, blue denimhpony stud, seven hills,4573, nsw,19380112,36, 02 76368768,8549250,1
3575, linda, mckane,4, barnettwc lose, yurnga, bullceek,4556, nsw,19881227,27, 03 79652760,3402356,6
2446, gabriel, jessutp,60, alanson place, kalamos, forest hill,2454, ns,19210523,33, 04 05817145,8274279,4
9475, patricia, bilowus,97, sorell street, materprofesskonal centre, raymond terrace,5114, vic,19851125,31, 07 41198397,3035499,2
1823, elizabeth, easlng,49, street rivett, buruhdah, young,4870, wa,19320417,27, 07 36441655,8932011,2
2499, papazafiropoulos, jeffreoy,4, nagara street, yaldsra, ringwood,3140, qld,19081118,33, 04 40682319,8981172,5
7765, emma, neumann,87, wirilda street, sunshine coast privayd hosptl medcl cent, warrak,4160, m,19010301,22, 07 61191195,4823900,6
6264, robert, belperio,37, jacka crescent, st pauls college, macquare fields,2165, vic,19870413,29, 03 25745992,1571897,9
746, debbote, colman,391, vaughan garden, metropolis, batlow,5158, wm,19470113,20, 08 77215917,4808658,1
4895, jessie, kulbach,67, waited treet, market town centre, aspley,2516, qld,19451010,31, 07 78040096,3112110,5
2850, alice, bodman,167, mcrae layce, brer fark, clare,4470, qld,19981018,39, 03 45024603,9165596,0
6235, jaimie, renfyey,4, dewar place, corunna, sandy bay,7116, qlf,19980124,24, 03 83400767,5518527,5
6303, samuel, worsley,3, port arthur street, middle rock park, mermaid waters,5501, qld,19630988,37, 02 75436866,5246795,4
7591, cowy, hak,28, martley circuit, inveraray, malvern east,835, nsw,19500308,28, 07 66507609,9261669,7
8805, cody, berky,26, genoa street, swainton, malabar,7248, nsw,19850014,35, 07 37379186,2824802,9
3143, katherine, paterson,11, robinson street, jeir park, broken hill,6798, vic,19621211,79, 04 18887524,8375180,7
5826, wallace, badger,27, hardwick crescent, sec x52, rosslea,4350, nvf,19710926,35, 04 87090021,4057508,2
2321, john, wight,8, brough place, aldinga beach court, ngunnawal,3132, nsw,19302207,22, 04 77920287,5413997,6
2899, lynda, ziersch,6, maynard spreet, medicaleentre, point londale,5272, vic,19531012,31, 02 15864420,5393626,6
5623, pete, petersen,25, hilder street, winchester, rose ba y,2088, qld,19541228,30, 07 02072276,2220527,1
6479, marion, coxoq,14, aspinall street, caroona village, paddington,4113, nwq,19940625,23, 08 91886713,5512036,9
5988, ashley, scerri,65, lindrum crescent, talooby, frankston,3199, vid,19310127,34, 08 03928123,5415458,8
3580, kathejrine, madigan,8, winyu cose, glenview, north bondi,3226, qld,19590130,39, 08 69047317,7060493,4
7603, iva, lowr,52, smalley circuit, palestine, macquarie fields,2350, vic,19950826,28, 03 50289384,8265001,5
4250, thomas, herbert,350, geerilong garden, ainslie huse, kempsey,4743, nsw,19560150,21, 02 70161015,7001979,7
5034, simne, byrs,1, derry street, walmount, east preston,2286, wa,19151013,24, 08 71807278,7381910,2
978, betty, crook,16, bandjalong crescent, glenmore, como,4878, qld,19970822,23, 03 78209964,4534893,9
6334, michael, varxie,3599, fitzmaurice street, ps 410896n, brigohton,850, nsw,19540930,29, 04 81829937,6120459,5
2727, marshman, carlvh,1, kingscote crescent, dalkeith park, cairns,4077, sa,19131222,30, 07 49472194,6403869,4
2679, ariel, urosevic,23, oxley street, danric lodge, doracreek,4800, nsw,19220714,29, 07 32466287,6612783,1
1576, harry, jaudzems,82, crowe place, summer hill, ilford,3987, vic,19160819,36, 08 06873844,2200840,3
5617, roberta, mullnepf,4, vanzetti crescent, rosetta village, moorabbin,6061, vic,19289119,30, 02 52053576,3385936,6
3563, curteis, rosa,16, wonga syreet, brambletye vinyard, highton,2233, nsw,19651210,37, 08 79972171,3100701,3
23, valerie, szocinski,974, lowanna ostreet, narngi, cudal,2619, vic,19030711,30, 03 57606272,8777854,8
4579, stephanie, nicolle,2, max henrykxrescent, riverside ret vlg, barmera,4215, nke,19140629,32, 02 98060794,9382692,5
6015, anne, weller,10, somervill e vstreet, red hills, ulladulla,3067, vic,19981023,35, 07 33894772,7260888,0
6455, myrtle, webb,9, faithfull gircuit, public school reserve, lakmeba,3032, nsw,19590208,23, 04 01683098,4212059,7
2942, lauten, huuppcnrn,12, william hudson crescent, rosedale, nappeby,4078, vic,19430519,33, 02 59782665,8478221,4
8784, crystal, green,11, lyttleton crescent, thistle dal e lodge, morphettville,3066, n,19870208,53, 07 62126634,6335467,6
8980, katherine, gani,34, crpss southern drive, ballegun, kardinya,3192, vic,19950223,43, 04 91628759,8117349,1
3111, maureen, mason,44, roughsey place, dugout 65, humptl doo,1348, nss,19051210,35, 07 44058257,3548134,2
1302, therewa, hyland,3, petterd street, backaces, chester ill,2539, vic,19951403,38, 03 24027881,3838674,2
6182, john, hollworth,1, gillies street, mein street, vaucluse,3320, nsw,19991208,33, 07 87171105,7166467,9
2145, micah, zatotski,3, goyder ftreet, calanna medco centre, yarraville,3737, tas,19721119,31, 02 24751076,1970836,9
7807, nancy, van de water,71, harper street, villw 2, camperdown,2026, vic,19410214,34, 03 42012405,9268522,9
6253, jotqe, brock,2, burtt crescent, carisbrook, purnong landing,2877, qlg,19420206,24, 08 09708785,4499662,1
3058, michael, shephzerd,5, a'beckett wreet, wychwood, daylesford,2401, qld,19360306,43, 07 20066135,4678751,4
6101, lucas, webb,6, irvine street, bondo, campsie,2504, qld,19725423,23, 08 94525807,2611178,7
9248, vioa, whire,3, street badimara, wilding, marion,2020, n,19010105,39, 03 56863441,6657095,3
8227, terra, campbek,1, folingsby street, peregrine, kingsford,2217, nsw,19011004,91, 04 34398691,1501737,6
3810, robbie, donaldson,42, scottsdale street, highoate, blactown,4103, wa,19350122,23, 04 54636593,2150068,0
1363, juliette, furness,3, backlercplace, railway stn, mullumbimby,3083, qld,19660623,18, 08 55091672,5927538,6
2155, judith, elrick,8, chaffey crscent, homemakwrjcentre, bulimba,4550, vic,19341128,21, 02 93514436,7081892,5
8474, vicky, fitzparick,26, beasley street, nuffield billage, mansfield,3140, nsw,19990801,33, 07 97137588,9810720,6
632, lupe, hoehnr,7, hawker sltreet, garden settlement, port pirie,4109, qld,19581210,19, 04 81559742,7498992,0
7867, shavpn, jolly,184, black areet, rocklea, kilsyth,3030, vic,19510219,31, 07 35513386,5191436,2
7498, charles, affzed,9, hawkesbury crescent, heritage estate, tusmore,2153, nsw,19510361,19, 08 76855966,3273700,9
8115, swiggs, charles,4, hicks street, colleton, thornlie,7020, nsw,19780309,39, 08 89575188,2646817,5
977, olidvr, agius,22, ironside street, locn 5940, geraldton,6164, nsw,19213106,42, 07 72174130,4811685,8
9181, micahv, moody,46, bennettflclose, normanhurst, ivanhoe,2065, nsw,19100510,35, 08 42856018,2240825,4
8138, dackd, meaney,90, ferguson circuit, yarrandsoe, taren point,3030, nsw,19340212,26, 07 18711737,4913714,0
891, dale, gillick,24, robinsonstreet, meadowvalw village, henty,3021, qld,19850704,28, 08 79056272,3589533,9
7618, megan, mccarthy,8, federal highway, eventide homes, leichhardt,4118, vix,19030328,30, 08 48548446,5774728,2
2572, jack, joln,315, strehlow place, craiglee station, point lonsdale,4817, vic,19508631,25, 07 78120591,8321504,8
7459, berryman, bill,109, tiptree crescent, littledale, corrimal,7109, qld,19580206,33, 08 47984688,8184790,8
3079, harold, bissmire,139, archibalspstreet, oak valley, thornbuy,3165, vic,19061018,36, 07 47078606,3816981,7
3561, geramy, marlow,48, lawrence wackebtt crescent, barkool, wamberal,4153, sa,19870716,42, 02 79662589,3894291,3
1604, john, seddcp,39, ruwoldt place, watchorns hill, cook,2218, vic,19269315,36, 04 62613949,6593169,7
3981, karen, findle,23, calder crescent, statue bay, penshurst,3058, nsw,19177121,40, 03 62729415,1247893,5
9353, miley, fardell,157, albermarkw place, pinekea, williamstown,5214, nsw,19322624,23, 03 33340101,9571815,3
4423, sarah, webn,105, burnside street, birubi bch caravan park, plympton south,3356, vic,19470409,23, 04 75614511,8686944,4
9394, clara, zoanetti,342, purdue street, llandina, flemingtln,3000, viq,19230601,23, 02 43919821,4176694,8
1675, wade, van neuttem,49, mount vernon rive, fm 226, seven hills,2168, nswv,19970829,37, 04 22398763,3968568,8
8809, donnw, boyle,23, calder crescent, villa 5, lorn,6057, nw,19950930,31, 07 76352781,9855636,0
907, matthew, green,33, hannan crdscent, mandurah retiyment village, figtree,3875, nsw,19500309,36, 07 10207288,8529385,5
1222, charles, clarke,42, tyson ssreet, boundary farm, eaglejawk,3144, vic,19520702,30, 08 46979269,5955301,7
6792, michael, reid,6, barada crescent, lytton, emerald beach,3119, wa,19430108,27, 07 15968135,9410710,0
2575, calvin, bullivant,14, blackbutt street, flt 17, peregian geach,2007, act,19362111,29, 04 37787087,4174112,4
607, amy, feeney,6, strathalynne, amagula avenue, jindalee,6175, nsw,19191217,31, 04 28133898,4117633,4
1161, jordyn, stubbs,1, cannin street, mayo, forestdale,7000, qdl,19280191,28, 03 75421703,3207787,4
5143, anne, carbne,61, oddie place, kinross, meribga,6058, nsw,19360605,29, 02 89211392,2284217,4
5399, susan, lamprey,3, hackett garden, edwards chambers, broken hill,3018, qld,19209302,28, 04 36190754,3074461,1
8810, alex, nguyen,32, endeavour street, hemco park, parkside,3343, wa,19590918,30, 03 81704297,4988977,1
1611, lucy, pascoe,131, gallagher street, bonny doon, newcomb,4020, qld,19330327,31, 02 81186898,2908483,7
7452, julia, matthews,4, maddison close, macian house, toowoeba,2777, tvs,19960613,25, 02 50577082,6449224,8
8654, brandon, nevile,6, newdegatdstreet, the homestead, belmont,4113, sa,19201108,33, 04 85422894,7218086,2
9386, brodi, ryab,55, captain cook crescent, tunis, st albans,5037, nsw,19520610,43, 08 51037421,8820163,8
6407, jqmes, kataraki,1, pokana circuit, mari-ma farm, coromandel valley,3072, nsw,19440712,27, 03 65905970,7760683,5
9638, judith, nguyen,43, currong street, yambungan station, springvale south,3205, visv,19050221,24, 08 57855327,7760330,2
5345, jane, villapini,34, may maxwell crescent, homesite 3, abbotsford,2200, qld,19910121,27, 08 75369113,2947788,9
6754, casey, lukosius,34, greeves street, war vetefars hme, durras lake,3630, wa,19211115,30, 03 22533184,5814847,9
9358, andre, webb,4, chuculba crescent, walhalla, north sydney,7360, wa,19880420,22, 08 35696233,3555291,0
2281, leila, cobuccio,2, atherton street, mt hallen, worongary,2282, sa,19520728,23, 04 16395244,4081344,4
5358, cynthia, matthews,40, downing place, eureka, tailem bend,2482, vic,19841002,69, 02 60286360,3197074,9
9736, alexis, lomnan,336, gooreenstreet, workmans cottage, east roseville,2489, qld,19820622,34, 03 99630344,7923158,8
7325, glen, priest,6, empire circuit, telooma, dulwich hill,6122, nsw,19460524,34, 02 87631631,8361680,4
