id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,phone_number,soc_sec_id
651,mary,iliffe,34,gormanston crescent,eriswell park,st peters,2766,vic,19190322,03 98902451,6698311
1233,reuben,mclaine,74,gibson street,racecourse,kingsford,2101,vic,19890121,08 62825844,2902794
2002,ernest,coleman,65,o'loghlen street,lincoln close,pottsville,4170,qld,19420912,04 58016559,7104775
2431,keith,clarke,45,spafford crescent,chambigne,upper coomera,6152,wa,19740828,03 79287045,5021450
916,helen,philps,2,forbes street,indra,theodore,2448,nsw,19730328,07 10899885,2484831
993,emery,donaldson,120,enderby street,cox court hostel,punchbowl,6051,vic,19000717,07 82954413,4961515
429,william,morrison,2,ferrett circuit,hotel laguna,lalor,3037,nsw,19221011,07 99992209,4231682
1370,bonnie,boss,83,summerland circuit,red hills,mermaid waters,4742,sa,19440524,08 64755323,3800358
239,kelley,tippins,150,couvreur street,kurrajong,bundaleer north,4309,wa,19560310,08 15610092,4540288
879,kristine,chandler,400,rogers street,baringa orthopaedic centre,avondale heights,2093,vic,19870205,04 08904333,1459889
620,arthur,morrison,16,flecker place,bendine road,ferndale,5108,vic,19090702,02 78269837,7969794
256,breanne,clarke,51,mockridge crescent,allandale aged care facility,cook,4157,vic,19100725,02 13675832,6809992
611,trevor,mazzone,30,hickson place,springdale,carnegie,5291,sa,19931026,02 49749137,2897378
544,shannon,delacy,21,rohan street,rowethorpe,sandy bay,4820,vic,19920625,04 98291844,5261208
771,kimberly,watkin,1,byrne street,the mall,hoppers crossing,4124,vic,19560808,02 99992628,2825230
1419,sophia,wyllie,8,kangaroo court,kilpara,bundaberg,3073,act,19620929,08 70038398,3025538
1041,margaret,brookes-inglis,21,de little circuit,oakbank,ingleburn,2770,nsw,19880820,07 16009453,3594423
2289,robert,green,140,ogden close,yarrandale,coombabah,4558,vic,19990530,04 78763666,5126840
759,mary,huxley,30,mainwaring rich circuit,taronga,rosebud,5118,vic,19991213,03 08589573,2661929
382,francis,casaretto,2,berkeley street,court units,punchbowl,4306,vic,19650906,04 78652827,5229985
1103,michael,bishop,29,steinfeld court,gumnut cottage,frankston,2340,vic,19670829,04 58876356,4439662
973,james,wimmer,117,reddall close,cypress gardens serviced apartments,ascot vale,3278,qld,19701110,08 49337802,4420747
352,william,lombardi,19,dennis street,invernahaven,darlington,2217,wa,19641024,07 15208008,4710883
2105,dan,buckmaster,5,werribee crescent,upton,regents park,4160,qld,19400306,03 67931688,9884261
2325,andrew,reid,12,paul coe crescent,nioka,loganholme,2069,sa,19160224,02 28667493,2847472
1036,vincent,chittleborough,10,mcmillan crescent,peak view,ringwood,4132,nsw,19211113,07 21429575,3274075
1107,gary,brain,50,bendigo street,berragoon,nightcliff,3028,qld,19351014,02 71944073,4145587
494,cesar,paterson,18,dixson circuit,greenbushes-boyup,waramanga,2478,qld,19870215,03 09491321,6886889
393,savannah,shelley,843,rason place,pontresina,beachmere,6230,qld,19670711,07 81266156,1757192
2046,dean,coleman,18,clucas place,yarrabin,oonoonba,2064,vic,19621003,03 87962211,5948855
464,diana,winfield,6,ballarat street,elysian farm,hazelwood park,3043,nsw,19790817,03 62727600,1768188
886,patrica,muhsam,4,gill street,inglewood,briar hill,3152,qld,19460723,08 53298280,1626970
1193,patty,kliem,103,leahy place,wonominta,loftus,3215,vic,19350923,02 37367537,4598363
366,brandee,dixon,141,lane place,riverside professional centre (cnr banks,safety beach,2604,nsw,19450315,03 40590449,1751331
2393,george,spicer,2,golden grove,bonnie doon,edithvale,2223,qld,19061226,07 33331161,3580439
2373,lorene,hope,33,macfarland crescent,horse park,daylesford,2360,qld,19250223,04 13253712,8512278
744,kathy,reitler,116,morrissey street,jaipur,kyabram,6023,vic,19780603,03 74402589,8815137
529,lena,ryan,2,jervois street,st francis vlge,richardson,4169,qld,19431117,04 24477427,5332165
802,connie,held,2,mcaulay place,ripple brook station,dianella,5256,wa,19040719,02 99921229,5113567
1223,janice,green,2,maharatta circuit,koonongal,darlington,2257,nsw,19840815,08 05319713,9315790
2478,joe,passalacqua,16,bean crescent,qualup,albion park,2261,nsw,19061017,04 98935436,8350141
2405,mack,shepherd,9,knoke avenue,winchester,laurieton,2548,nsw,19130619,07 60866412,6170255
2199,jill,euth,27,downard street,redhill,wilston,5041,nsw,19901224,03 27193175,6642171
2044,charles,walls,5,tanjil loop,murrumbar,borenore,3550,vic,19091213,02 89857382,2637510
1313,tiffany,chandler,17,elsey street,oatlands court,redbank plains,2650,qld,19170311,08 11935343,5789044
306,justin,webb,179,dennis street,miami,vaucluse,3042,nsw,19151224,04 98328670,8323653
2166,keith,hemmings,12,loureiro street,bay city plaza,lakemba,5068,qld,19110730,07 37167965,5689274
862,lola,crouch,701,pitcairn street,niagara,mosman,2713,wa,19330816,03 47748336,1893389
2066,marion,gotovac,16,howie court,cremorne,scarborough,2560,nsw,19651216,07 49471096,3417602
530,liam,lalusic,5,beaumont close,homestead caravn park,kotara south,2206,vic,19670523,04 05769464,3402006
654,abigail,rackemann,8,james street,coryndirk,loftus,3084,qld,19740906,04 19101571,4329571
1259,santos,ryan,53,eggleston crescent,yurnga,petrie,2830,wa,19160509,07 14393776,2253657
233,zachary,xiong,14,michell street,naygoondy,sanctuary point,6225,sa,19970210,02 78637505,8581701
120,khloe,ryan,37,selena close,riverside station,mount isa,2096,qld,19250503,08 50367986,2094708
2197,laurie,morrison,4,alabaster street,rye park,niagara park,4109,sa,19160610,03 87897172,4089083
949,kelly,tennent,5,kallara close,ark hall,surfers paradise,6030,vic,19241112,08 71194985,3909199
617,robert,deakin,12,burtt crescent,bayview towers,collie,2173,nsw,19820818,04 82921190,2948848
1178,kent,nguyen,33,allambee street,matilda park,dutton park,3414,tas,19680818,02 89223261,6932221
307,christina,langrehr,29,calder place,shamrock vale,ascot,4215,nsw,19140525,03 50220532,7963540
135,christy,lamprey,15,warramoo crescent,rosetta village,bowning,3109,nsw,19210910,07 26650240,4796958
554,edna,paterson,2,southern cross drive,gummy gully,dromana,4077,vic,19320422,07 74933328,5352915
2173,marty,griffen,9,bonney street,st john of god hospital,werrington,2166,qld,19920806,03 00924177,1049205
583,thelma,hamon,33,kingscote crescent,villa 3,swan view,2753,vic,19091110,07 65790665,1743371
2140,gladys,lowe,60,cain place,stoney creek street,corrimal east,3467,vic,19610109,04 52529095,3558827
670,travis,cochrane,9,dumaresq street,medical centre,port kembla,4370,qld,19620626,02 58015370,8050063
834,john,white,128,bilby place,middle earth,flaxton,4300,act,19600227,04 44000921,5662726
109,cynthia,robson,5,casey crescent,woodport retrmnt vlge,sunshine north,3566,nsw,19181122,08 13661364,6201299
1164,thomas,goode,11,kingsford smith drive,boondara,st kilda east,5063,vic,19801015,08 60209394,2267281
2459,rebecca,reuter,59,hammond close,toora,harbord,2212,wa,19780122,02 52229552,8975223
1464,amber,webb,12,knoke avenue,brentwood vlge,ringwood,5082,nsw,19180717,02 57749840,9739073
2228,michael,rankine,39,macpherson street,brightwater villas,beaumaris,5042,nsw,19560801,02 38178435,2616369
1242,david,binns,66,cosgrove street,bringalong,north hobart,4109,nsw,19990810,07 47257510,5084001
211,annette,kozoolin,13,dobell circuit,parklands estate,ferny creek,2256,qld,19721013,08 36992226,4346096
2267,susan,webb,3,namatjira drive,adiren,woorim,3350,sa,19060929,04 64116418,2411021
1120,johnny,crook,92,barnard circuit,honeywood,dunbogan,6147,vic,19890806,07 70338256,6076590
679,ray,beattie,272,bellinger circuit,erinundra,deniliquin,3056,nsw,19380202,04 67455871,2130382
2450,carl,dicks,154,bimberi crescent,brentwood vlge,royal park,3073,tas,19601206,08 50843227,4779547
2338,thomas,paine,9,keira street,rio rita caravn park,kariong,4301,nsw,19930128,02 76534996,8144717
411,derrell,hulands,40,totterdell street,glenbrae,penshurst,5271,vic,19790701,08 35883777,1206271
1324,flor,green,11,tyson street,diamond place,buangor,3134,tas,19410727,08 94461219,6277364
782,riley,lobzin,9,temperley street,foxlea,kedron,4568,qld,19700102,08 59348856,5635231
1345,hailey,dinnison,29,torrens street,the lakes village,southbank,5008,nsw,19140609,07 92557870,6182917
874,justine,fenwick,78,kriewaldt circuit,three acres,marsfield,5164,wa,19461217,07 10885452,2320626
2152,annette,stanley,42,ashburton circuit,torquay,kurrajong heights,4670,vic,19450730,07 89347984,7575419
1278,kevin,clelland,10,nardoo crescent,riverside ret vlg,dandenong north,4170,qld,19981222,07 70951962,6607182
785,linda,jessup,12,armstrong crescent,roblinvale,urangan,2164,tas,19120208,02 37120580,6489867
2318,alexandra,binns,10,heading place,wallendoon station,mooroolbark,2370,nsw,19620404,07 04000841,7884616
1198,nathan,meaney,128,burkitt street,watarmark,kirwan,2115,nsw,19011111,07 30791693,8310353
807,dana,jeffries,102,ebden street,flr 5 john flynn medical centre,albion park rail,3977,vic,19721009,08 57685236,3334435
712,michael,perre,39,lutwyche street,lexington,chittaway point,3214,nsw,19570629,02 13546743,6222715
2490,james,byers,51,david street,the manor garden,kenwick,3629,vic,19370209,04 08406440,6952802
2159,constance,tu,419,sullivan crescent,merimaja,watsonia,4017,wa,19270730,08 46666271,6683653
1190,sophie,byers,71,mchale place,bedarra,collie,2026,nsw,19151114,08 83018259,1524634
1225,jeannette,byers,8,o'hara close,zimms corner,banjup,2559,sa,19591208,07 21236988,5878103
602,ann,paterson,12,vest place,darjeeling,penrith,2530,qld,19430725,08 16117647,3946757
270,kenneth,matthews,7,wangara street,peppercorn lodge,corrimal,4053,vic,19021101,03 43828267,6693769
1384,richard,lanyon,52,nairn place,transvaal,highett,2017,vic,19520522,03 97254211,3087560
231,jesus,ryan,16,shepherdson place,rowethorpe,tolga,2515,qld,19220707,08 15326693,2477518
49,joshua,zaltron,56,henning place,sattwa park,myrtleford,3781,vic,19800217,02 79099433,1427003
462,michael,campbell,30,cobar place,brentwood vlge,taree,6327,vic,19031008,04 81556652,8593375
1105,robert,simmonds,5,florina place,blue hills,bligh park,6722,vic,19500704,02 93073692,3066759
855,james,voglino,34,templestowe avenue,rosetta village,macgregor,2101,vic,19261230,03 49535558,9613995
693,blake,binkowski,64,bromley street,corcoran,mount nelson,4118,sa,19370927,03 74113224,8758346
2051,seymour,white,137,cutbush street,tesbury,barmera,2318,nt,19910207,03 17678124,2635554
2372,nancy,campbell,18,belconnen way,elston,ellenbrook,7307,vic,19630212,04 45536350,2460730
526,nancy,dudley,35,jinka street,nedlyn,adelaide,3129,qld,19141230,07 36791256,6667509
173,joseph,ploughman,59,pudney street,st vincents medical centre,burwood,5067,qld,19311210,02 89385869,9774497
720,rochelle,morrison,30,dexter street,la rhune,landsborough,2570,nt,19820406,07 02612476,2142174
414,rebecca,clarke,178,longmore crescent,wilga,arundel,3414,vic,19520329,04 35172080,2291507
237,lori,gillis,26,kyabra place,rosman court,dulwich hill,3130,wa,19131010,03 12532012,2935582
1472,melinda,herburt,10,wirraway crescent,shenstone park,hastings,2611,qld,19600812,08 50852269,8664814
1335,stanley,akele,6,budyan court,rosebridge,newborough,7187,nsw,19500303,03 20183673,3126940
1063,joseph,walkley,125,hawkesbury crescent,northcliffe,mill park,2296,qld,19490515,02 05325050,4159997
23,valerie,szocinski,947,lowanna street,narangi,cudal,2619,vic,19030711,03 57606272,8777854
2266,shelby,cochrane,98,macedon crescent,balladong house,ashfield,2824,nsw,19131227,03 38254945,8628301
63,mary,hurem,235,mckivat close,chobe,smithfield,2166,qld,19830930,03 21925761,8742547
289,theresa,schriber,10,keira street,llangollen,mulgrave east,6024,qld,19050905,02 84154617,2153451
188,kelly,coxon,18,mouat street,lindsay,jerrabomberra,2541,nsw,19260130,08 26759441,6708587
701,gerald,bishop,17,prendergast street,glenmore,bacchus marsh,2034,nsw,19700209,03 81655518,7868784
2314,richard,ryan,115,hambidge crescent,brentwood village,mount larcom,4305,nsw,19010225,03 87100293,3081450
1137,brian,beckwith,32,templestowe avenue,west park,little mountain,3640,vic,19341105,04 26278336,9230234
354,joshua,agius,50,badimara street,bexley,para hills,3125,vic,19250413,03 52165366,2243193
416,frank,versteeg,32,preston street,ben hill,lindfield,4744,nsw,19831017,07 94261368,8033130
1245,susan,pascoe,50,francis way,arawang,thornlie,4036,nsw,19900117,07 51497716,2846819
930,pamela,hallegraeff,1,moynihan street,warrawong,newborough,3018,nsw,19761108,03 06085599,6933867
196,brittany,westbrook,3,bathurst place,palm lake resort,eaglehawk,3079,qld,19350930,07 74316936,3984630
579,sandra,polles,14,whittell crescent,villa 3,broadmeadows,2774,nsw,19010929,07 65230111,6609191
1134,agnes,hope,70,attiwell circuit,kincumber nautical vlge,wahroonga,4223,nsw,19701022,07 05176856,6356035
2313,carolyn,pereyra,37,jandamarra street,montrose,fig tree pocket,3109,wa,19431106,03 93222244,9157564
2434,miguel,stanley,9,wambaya crescent,burnside,beaumont,3976,qld,19860818,08 80330689,4199896
433,gerald,rivas,4,du faur street,sec 1,nuriootpa,3975,qld,19571206,03 18284146,1952375
100,harry,herbert,52,padbury street,merimaja,parramatta,6054,nsw,19951104,04 56444079,3013905
2154,patricia,snell,5,moore street,wistari homefield,singleton heights,2261,nsw,19560425,02 58715323,3138925
394,chana,hamon,79,limbunya street,paraquilia,st albans,2830,wa,19200928,08 91657131,8087668
2438,oliver,cochrane,128,mountain creek road,glenora court,redhead,4303,vic,19970315,02 81956409,7830710
220,michael,matthews,13,ennor crescent,lambton denture clinic,east preston,3162,vic,19520826,08 35036811,3774953
2175,tristan,mason,36,toona place,wandary hill,corryong,3105,act,19071125,04 51783607,7290200
1497,cheryl,white,37,partridge street,riverside park,westmead,2540,qld,19270302,08 16675274,4015038
2284,greg,howie,27,shackleton circuit,wanganderry,cashmere,2831,qld,19810818,08 00506788,8698039
344,karla,scattini,8,marulda street,dodona,maida vale,4650,sa,19880906,03 12058363,1007982
1027,angela,clarke,25,noala street,marx garden world,wallsend,2289,sa,19570212,03 99858298,8680141
888,robert,gotovac,113,ragless circuit,triton units,golden grove,2096,vic,19070602,08 54084355,8088241
1350,hunter,sette,5,totterdell street,shepherd lodge,bundaberg,2220,qld,19180416,08 23003403,9052023
552,grace,cosgrove-brown,23,stretton crescent,retirement village,morphettville,6019,nsw,19501202,02 76907934,6997541
743,america,ollwitz,1,jerrabomberra avenue,riverside park,kotara,4390,nt,19730121,04 27375908,6247210
2041,arianna,dixon,6,clift crescent,milpara,spencer park,7250,vic,19480620,03 32750467,5331946
538,rachel,prak,27,sheaffe street,summer hill,yarrawonga,3170,qld,19750421,02 37017885,8090528
906,james,berry,316,berne crescent,vlla 18 pacific bay resort,bassendean,2026,vic,19860904,04 98027718,6077054
1394,stella,beattie,1,haines street,northwest medical centre,gray,3796,vic,19160413,07 31751427,9291640
115,marta,reece,469,akhurst grove,walkers orchard,raceview,4226,sa,19760220,02 47146749,7059957
829,brian,white,21,mackrell place,palm garden villas,fairlight,2218,qld,19970524,02 94983204,2561533
2437,anna,campbell,33,wendy ey place,brest hill,ballarat,3463,nsw,19941206,08 34579790,4078765
808,katelyn,paterson,28,kalgoorlie crescent,nyalla,nambour,3128,nsw,19700710,02 93530486,9968190
1310,beverly,priest,13,charterisville avenue,calma,cunnamulla,4214,nsw,19000725,04 66338832,3379235
1004,samuel,joel,51,lipman street,bishops creek,long jetty,2087,nsw,19520723,07 59304985,4727578
305,david,fullerton,142,coutie place,yarrandale,mooloolaba,6057,sa,19411103,02 04450692,1164848
1100,elizabeth,pegg,40,tinderry circuit,mungrup stud,canley heights,4615,vic,19980825,03 10038422,6294469
479,gail,moerman,3,kingsford smith drive,bright view,new town,6057,nsw,19890406,07 23079962,9303886
1423,walter,murton,38,thomas hart street,darling hills,st kilda east,2647,qld,19060301,02 82262426,1079971
1075,haleigh,rinne,10,morton street,pandora orchard,alfred cove,2234,qld,19990419,08 59181731,4909093
570,lori,elrick,13,pridham street,caravn park,hamilton,2204,qld,19630721,03 09956547,6824670
618,liam,noack,8,shumack street,salford park,parramatta,5212,qld,19440915,03 13964911,2817253
2397,ursula,subramaniam,156,mclachlan street,homevale,pallarenda,3091,qld,19670417,04 69611789,8428659
1265,matthew,quinton,38,longstaff street,west gippsland hospital,narellan,3068,nsw,19270930,08 19429506,9545434
78,minnie,mason,8,medley street,binbimbie,ashgrove,3071,vic,19990713,02 46807748,1400251
2411,louise,goldsworthy,1,badimara street,rowethorpe,ellendale,4740,nsw,19080329,02 75654813,7914537
32,barton,mccausland,13,scattergood place,fairholme,nedlands,5168,vic,19010515,04 89884723,4773766
2037,joseph,berry,35,woods place,brileen,kings cross,4491,nsw,19180319,03 48975779,8563216
1033,dolores,kilmartin,42,buriga street,por 187,belmont,6150,nsw,19491213,07 30744355,7076902
2062,angel,pascoe,140,alberga street,killarney,blacktown,6019,nsw,19200229,07 78596821,1100695
351,coretta,blows,22,lambrigg street,wyola,warburton east,2234,vic,19620623,02 22142022,7717887
163,karen,rees,268,knoke avenue,navillus,old toongabbie,6157,vic,19560607,03 63958240,9403950
203,george,webb,19,mcclelland avenue,brookleigh,cranbourne,4655,qld,19400930,02 15188491,3132541
1053,colleen,ebert,30,stuart street,glenray,bomaderry,6330,vic,19540303,08 69727509,7114404
1364,rafael,matthews,21,lindrum crescent,adventist retrmnt vlge,bayswater north,7262,nsw,19871224,04 91579424,1749422
2466,maxwell,hage,56,marshall street,port 272,moorabbin,2572,nsw,19931123,04 98270607,5123985
495,grace,zheng,38,lampard circuit,st john of god hospital,aitkenvale,3071,nsw,19870618,04 23206277,2486287
2124,jake,miles,21,philp place,tahmoor,brookfield,2116,wa,19611112,08 21272659,4448965
2465,patrick,kukla,12,berne crescent,ainslie house,andergrove,4701,qld,19530227,04 85933087,6942233
2462,david,fullgrabe,5,baskerville street,perisher valley,surry hills,4883,vic,19490101,03 93047275,7192537
610,yolanda,hingston,19,prior place,tara park,stamford,2143,qld,19911123,03 49452907,7910055
432,joyce,mcfeeters,50,leeper place,bonnie doon,marmion,2903,act,19500330,04 31557309,4060594
1491,melissa,kouzaba,736,bellingham crescent,immanuel garden,boggabri,4218,qld,19230414,07 68808722,2816422
218,lucinda,pulford,29,elmslie place,thornbury,aireys inlet,4570,nsw,19950920,02 35888353,7850476
2430,eddie,titmarsh,1,hooper crescent,corombie,coomba,3825,qld,19760818,07 78759746,6120465
